,Polarity,Subjectivity,TopWord,Word%,WordCount,WordOccurence
0,0.030753413253413266,0.4592431642431641,even,1.3582342954159592,589.0,8.0
1,0.08085817262447695,0.4484623166688382,power,3.2104637336504163,841.0,27.0
2,0.1259099398212301,0.515185814782589,like,2.595797280593325,809.0,21.0
3,0.09784868586697856,0.48669669084303213,mellencamp,3.7593984962406015,532.0,20.0
4,0.04920806906272023,0.4457646229739252,students,3.853211009174312,545.0,21.0
5,-0.010151515151515161,0.43370129870129875,jones,3.5830618892508146,307.0,11.0
6,0.01954493171884476,0.4185456009369052,gun,2.797202797202797,858.0,24.0
7,0.062414068717829986,0.4482083723836301,bolsonaro,3.2983508245877062,667.0,22.0
8,0.039441786283891535,0.44293460925039874,people,1.6194331983805668,247.0,4.0
9,0.006992216537671079,0.24815667497485674,bump,2.9315960912052117,307.0,9.0
